,Product Name,Product Description,Discounted Price,Original Price,Discount Percentage,Customer Rated Rating,Customer Review Test,Reviewers Name,Review_posted_dates
2196,Flying Machine,Men Orange Printed Polo Collar Pure Cotton T-shirt,₹701,₹1799,(61% OFF),"[4, 5, 5]","['It is good Valu for money', 'Good product', 'Good fitting']","['Archana', 'Vaibhav Shukla', 'Faizan']","['13 Jan 2024', '6 Jan 2024', '12 June 2023']"
2197,Roadster,Men Olive Green & Black Striped Polo Collar T-shirt,₹439,₹1099,(60% OFF),"[4, 5, 5]","[""Good one?.I mean the olive color and black stripes is something I wanted.I ordered L size which is 42cm I guess which is ok for me.Material is good as per images I thought it would be soft but it's not so soft but Okay to wear.It won't cause any discomfort."", ""I love the Quality Of the tshirt, freaking amazing I got the deal on 282 such beautiful deal thank u Myntra... I love you're site but many products is very expensive plz reduce price & product delivery packaging is wrost I attach some Pictures..."", 'Every thing is fine but the shirt color is not same as in picture and five star is for shirt quality and for the difference of colour of shirt in picture and the actual one I got is not same for it I will give you a 2 star rating.']","['Shivanand Rao', 'Sajid Raju Sayyed', 'Ponnam Sricharan']","['17 Apr 2023', '1 Apr 2022', '10 July 2020']"
2198,Kook N Keech Batman,Men White Pure Cotton Printed Round Neck Pure Cotton T-shirt,₹359,₹899,(60% OFF),"[5, 5, 4]","['Very nice t shirt. Its soft and comfortable.', 'Myntra, the best... T-shirt quality best, material comfortable and fit perfect', 'Thick cloth would be better']","['Vishal Channa', 'Smita Sharma', 'Umair']","['5 Sept 2023', '16 Nov 2022', '27 July 2021']"
2199,Jack & Jones,Men Blue Solid Round Neck Lounge T-shirt,₹489,₹699,(30% OFF),[4],['Now it is fantastic let us see after washing'],['Srinivasbypureddy Gmail Com'],['31 Oct 2023']
2200,Arrow,Polo Collar T-shirt,₹839,₹1399,(40% OFF),"[4, 4, 5]","['Best in this price', 'Very nice', 'Comfortable']","['Alex Khan', 'Ruchi', 'P N Raina']","['15 July 2023', '8 June 2023', '23 July 2023']"
2201,Kook N Keech,Men Yellow Printed Round Neck T-shirt,₹335,₹799,(58% OFF),"[5, 5, 4]","['Best 🫶🏻💕 I loved it', 'Fits so well ...its beautiful bright colours', 'Good Quality T Shirt']","['Abhisek Senapati', 'Inka Roy', 'Sonu Gupta']","['30 Oct 2023', '19 Dec 2020', '25 Aug 2023']"
2202,INVICTUS,Men Olive Green Pure Cotton Slim Fit T-shirt,₹319,₹799,(60% OFF),"[5, 5, 5]","['Perfect fit and comfortable', 'Great quality products', 'Excellent quality']","['Kumar', 'Bhuvi', 'Myntra Customer']","['11 Dec 2022', '11 Dec 2022', '17 Oct 2022']"
2203,Jack & Jones,Polo Collar Slim Fit Pure Cotton T-shirt,₹769,₹1099,(30% OFF),[],[],[],[]
2204,Being Human,Pure Cotton T-shirt,₹329,₹1099,(70% OFF),[4],"['Tshirt is good, material is good.']",['Rishabh Jain'],['14 Oct 2023']
2205,HIGHLANDER,Men Charcoal Grey & Black Colourblocked Round Neck T-shirt,₹475,₹699,(32% OFF),"[4, 3, 5]","['Good product Material is fine And sleeves are also long as mentioned Note sleeves are longer than size(M size have L size sleeves) because it is mentioned long sleeves', 'Looks very Classy... Material is very thin & I was expecting much more... Fit is good Overall a nice T shirt if you buy it below 300rs...I recommend not to buy this if it is more than 350.', 'Perfect. Bought it for my brother. He loved it. A good shirt with very less price. Must buy.']","['Parmanand Sharma', 'Myntra Customer', 'Rajat Chaudhary']","['2 July 2020', '30 Oct 2021', '20 Jan 2021']"
2206,Bonkers Corner,Graphic Printed Cotton Loose Fit T-Shirt,₹765,₹1049,(27% OFF),"[5, 5, 4]","['A w product!!', 'Nice Product', 'Perfect❤...juzgo for it??']","['Kaushik Mishra', 'Amit', 'Shubhashish Kumar']","['17 Oct 2023', '29 Sept 2023', '17 May 2023']"
2207,Mast & Harbour,Printed Detail Pure Cotton T-shirt,₹359,₹799,(55% OFF),"[3, 5, 2]","['Pure cotton so nice Tshirt', 'Exilent product', 'After wash, tshirt got crumbled n color faded']","['Bhaskar Reddy', 'Ricky', 'Jainam Desai']","['20 Oct 2023', '28 Sept 2023', '21 Nov 2023']"
2208,Difference of Opinion,Graphic Printed Oversized T-shirt,₹471,₹799,(41% OFF),"[5, 5, 4]","['White colour n print on T is really awesome. Fresh colours n feels better.', ""Osm just go for it guys.... first I ordered kook n kech brand t shirt size M. But it's too lose and I exchange with difference of opinion brand S size it's amazing just fit for my husband. He is happy ? thanks ? @Myntra."", 'Perfect One. And cloths material is very good and i love it. Go for it.🔥💯']","['Rohan Vidhate', 'Jyoti Thapa', 'Ruki']","['4 Sept 2023', '27 June 2023', '14 Nov 2023']"
2209,FanCode,ICC Test World Cup Men Printed Moisture Wicking T-shirt,₹623,₹1599,(61% OFF),"[5, 5]","['Good quality Best 👌', 'Great product']","['Myntra Customer', 'Kusum Arora']","['16 Dec 2023', '3 Sept 2023']"
2210,Being Human,Pure Cotton Graphic Printed Casual T-shirt,₹309,₹999,(69% OFF),[1],['Transparent'],['Shounak Banerjee'],['12 Jan 2024']
2211,Harvard,Pure Cotton Solid Polo Collar Casual T-shirt,₹399,₹998,(60% OFF),[5],['Owsm product just go for it'],['Ashutosh'],['5 Jan 2024']
2212,WROGN,Typography Printed Pure Cotton Slim Fit T-shirt,₹479,₹1199,(60% OFF),"[4, 2, 4]","['One of the best brand colleague Kohli', 'Colore is light and dull than image', ""Worthable product But Slightly look's like an Shaded in colour but the Quality of the product is awesome 👍""]","['Sachin', 'Deep Gabani', 'Harsha']","['2 Dec 2023', '27 Aug 2023', '26 Aug 2023']"
2213,Roadster,The Lifestyle Co Men Navy Blue Printed Round Neck Pure Cotton T-shirt with Striped Sleeves,₹369,₹999,(63% OFF),"[4, 5, 5]","['Cloth materials is good as expected. Color is also nice. Must buy it. Good for casually wearing.', 'Overall a good experience and a perfect gift. my brother liked it very much.. awesome service myntra.', 'Material seems thin, but good quality. Size is as expected.']","['Varsha Rastogi', 'Syed Amaan', 'Vikas Jagadish']","['15 July 2020', '6 May 2021', '18 July 2020']"
2214,WROGN,Solid Long Sleeves Slim Fit T-shirt,₹899,₹1499,(40% OFF),[],[],[],[]
2215,Being Human,Men Brand Logo Print Pure Cotton T-shirt,₹309,₹999,(69% OFF),[],[],[],[]
2216,Levis,Printed Pure Cotton T-shirt,₹1039,₹1599,(35% OFF),[4],['NICE 👍'],['Myntra Customer'],['16 Nov 2023']
2217,Mast & Harbour,Brand Logo Applique Polo Collar T-shirt,₹443,₹1199,(63% OFF),"[5, 5, 5]","['Awesome fitting...good material Budget friendly Go for it', ""Very nice color and comfortable to wear it's awesome fit"", 'Nice product with nice colours']","['Harshal Nikose', 'Ankit Anand', 'Dharmishtha']","['16 Nov 2023', '1 Dec 2023', '1 Nov 2023']"
2218,The Souled Store,Courage Kinda Antisocial Round Neck Cotton Casual T-Shirt,₹579,₹999,(42% OFF),"[5, 5, 5]","['Nice product..loved it❤️', 'Fabric is too soft', 'Great product']","['Aditi Jain', 'Anjana Sharma', 'Kshitij Shinde']","['27 July 2023', '11 Aug 2023', '3 Sept 2023']"
2219,Arrow,Polo Collar Pure Cotton T-shirt,₹779,₹1299,(40% OFF),"[5, 2]","['Very nice and beautiful.Excellent fitting.', 'Average']","['Sanjay Godha', 'Ramchandra Sethi']","['10 Nov 2023', '15 Oct 2023']"
2220,Roadster,The Lifestyle Co Men Maroon Pure Cotton Polo Collar T-shirt,₹362,₹1099,(67% OFF),"[5, 5, 5]","[""It's nice product ..nd cloth quality also good wear m size it's comfortable"", 'Quality of the tshirt was too good 100 per cotton', 'Look nice and rich....♥️']","['Myntra Customer', 'Subha Pintu', 'Siva']","['9 June 2023', '26 May 2023', '19 Oct 2022']"
2221,HRX by Hrithik Roshan,Men Rapid-Dry Running T-shirt,₹934,₹1099,(15% OFF),[5],"[""Don't think, Just go for it""]",['Rohan Chaudhary'],['10 Jan 2024']
2222,WROGN,Men Brand Logo Printed T-shirt,₹599,₹999,(40% OFF),[],[],[],[]
2223,Bewakoof Plus,Bewakoof x OFFICIAL MARVEL MERCHANDISE Men Marvel's Moon Knight Printed Plus Size T-shirt,₹699,₹1299,(Rs. 600 OFF),[],[],[],[]
2224,Mast & Harbour,Polo Collar T-shirt,₹431,₹1199,(64% OFF),"[5, 4]","['Nice one love it', 'Products is good👍']","['Shailendra Pratap Singh', 'Biswajit']","['24 Sept 2023', '16 Oct 2023']"
2225,ether,Men Regular Fit T-shirt,₹376,₹1299,(71% OFF),[],[],[],[]
2226,DILLINGER,Men Self Design Oversized Polo Collar T-shirt,₹699,₹999,(30% OFF),[],[],[],[]
2227,Parx,Striped Polo Collar Cotton T-shirt,₹699,₹1399,(50% OFF),[],[],[],[]
2228,Difference of Opinion,Printed Pure Cotton Oversized T-shirt,₹495,₹799,(38% OFF),"[5, 5, 5]","['Absolutely Loved the Product! Very Comfortable, Good Quality Material at a reasonable price! Initially I had some size/fit issue which was sorted out immediately by Myntra with the new ""Style Exchange"" policy! Kudos to them! My suggestion would be to stick to your original size even if it seems a bit ""Oversized"" to you! Difference of Opinion Rocks! Highly Recommended!', '1 Cloth is very premium 2 awesom fitting 3 worth it to buy 4 untearable printing Iam happy to buy this tshirt ♥️', 'Nice product....I 💕 Love it❤️\u200d🩹']","['Sandeep Ak', 'Harshit Upadhayaya', 'Amit']","['20 July 2023', '26 Aug 2023', '21 Jan 2024']"
2229,HRX by Hrithik Roshan,Men Orange Printed Back Bio-Wash Lifestyle Pure Cotton T-shirt,₹764,₹899,(15% OFF),"[4, 5, 5]","['Size L for 6 fit , every think very Expensive , superb quality superb product ,after 2 week used I gave review ,not loose colour,very nice product', 'Nice product good quality. Filling happy worth to buy', 'Nice Fitting and excellent cloth quality, backside design also super... Worthyyy']","['Navneet Kumar', 'Bedaprakash Rana', 'Venkat']","['8 Mar 2021', '29 May 2021', '29 Nov 2020']"
2230,Roadster,The Lifestyle Co. Printed Drop-Shoulder Sleeves Pure Cotton T-shirt,₹349,₹799,(Rs. 450 OFF),[],[],[],[]
2231,The Souled Store,Unisex Black Printed Courage The Cowardly Dog Applique T-shirt,₹629,₹999,(37% OFF),"[4, 5, 5]","['T-shirt material is good ?', 'Simply Awesome!!! ???', 'Good fit good quality good print?']","['Gaurab Khuntia', 'Malliq Gaxill', 'Basudev Sadhukhan']","['3 Feb 2023', '15 Apr 2023', '23 Apr 2022']"
2232,HERE&NOW,HERENOW Men Green Typography Pure Cotton T-shirt,₹359,₹899,(60% OFF),"[5, 5, 3]","['Quality is good 💯. whenever i bought here&now product...its always good materials.Go for it 👍', 'Gud product Myntra allwys on the top', 'Price is very High .. writting this review after 2-3 wash... Cloth is not that much good.. disappointed ☹️']","['Mrinal', 'Sachin Saxena', 'Bhavnahule']","['30 Sept 2023', '4 Sept 2022', '15 Sept 2022']"
2233,Being Human,Brand Logo Printed Pure Cotton T-shirt,₹309,₹999,(69% OFF),[],[],[],[]
2234,Levis,Printed Pure Cotton T-shirt,₹1039,₹1599,(35% OFF),[],[],[],[]
2235,Parx,Self Design Polo Collar Pockets Regular T-shirt,₹699,₹1399,(50% OFF),[],[],[],[]
2236,Bewakoof,Men Cotton Drop-Shoulder Sleeves Oversize T-shirt,₹549,₹1099,(Rs. 550 OFF),[],[],[],[]
2237,Van Heusen,Athleisure Cotton Smart Tech Easy Stain Release T-Shirt,₹568,₹669,(15% OFF),"[4, 5, 5]","['Nice product for regular wear', 'Really cotton. Fittings perfect. Best platform to purchase cloths.', 'Nice clothes excellent colour is same as the picture all ways good']","['Dr Pranjal Mazumder', 'Debabrata Majumder', 'Ramseena Ti']","['7 Oct 2023', '4 Apr 2023', '23 July 2023']"
2238,WILD WEST,V Neck Cotton T-shirt,₹575,₹1799,(68% OFF),[3],['Not completely Cotton.. Feels like polyester mixed'],['Lakshmijanardhan Yn'],['18 Nov 2023']
2239,Moda Rapido,Graphic Printed Pure Cotton T-shirt,₹329,₹999,(67% OFF),"[5, 5, 5]","['Like it', 'Nice', 'Good 👍']","['Kasif', 'Arun Verma', 'Mu Sami']","['11 Oct 2023', '7 Oct 2023', '29 Sept 2023']"
2240,INVICTUS,Men Maroon Solid Slim Fit T-shirt,₹319,₹799,(60% OFF),"[3, 4, 5]","['Not bad', '', 'Good quality']","['Rajeshkumar', 'Brijesh R', 'Aarzoo']","['4 Dec 2023', '11 June 2023', '30 Dec 2023']"
2241,Roadster,Maroon & Navy Blue Colourblocked Cotton Polo Collar T-shirt with Striped Detail,₹449,₹1499,(70% OFF),"[5, 4, 5]","['Febric and colour bahut he acha hai and price is to good thanku Myntra', 'It is loose near waist and long.', 'Superb quality.nice fit.worth the price.thank you Myntra and roadster.']","['Myntra Customer', 'Myntra Customer', 'Naresh Kotian']","['24 Oct 2023', '8 Sept 2023', '1 Aug 2023']"
2242,Celio,Men Black Raw Edge T-shirt,₹699,₹1399,(50% OFF),"[1, 4]","[""There is hole ... I didn't notice at first but visible after first wash And fabric is very delicate..."", 'Good']","['Gyan', 'Mohammad Hozaifa']","['27 Dec 2022', '30 May 2023']"
2243,Levis,Pure Cotton Brand Logo Printed Casual T-shirt,₹1039,₹1599,(35% OFF),[],[],[],[]
2244,HRX by Hrithik Roshan,Rapid-Dry Running T-shirt,₹559,₹699,(20% OFF),[],[],[],[]
2245,HRX by Hrithik Roshan,Typography Printed Rapid Dry Training T-shirt,₹714,₹1099,(35% OFF),[],[],[],[]
2246,Bewakoof,Men White & Coral Printed T-shirt,₹499,₹1099,(Rs. 600 OFF),"[2, 5, 5]","[""The T-shirt stuff is very nice..But the design doesn't look very nice on wearing..Well it depends on person to person..But it didn't look good on me.. Also the length of Bewakoof t-shirts are a bit long..So if they are reading this message.. Please reduce the length of the garments about a half inch to 1 inch..Then it will be perfect."", ""Too good as expected It's material is too good comfortable to wear"", 'Exactly just like the picture... Thank u myntra']","['Neeraj Patidar', 'Bimla Singh', 'Vanessa Maseyk Gmail Com Venny Shantelle 143']","['15 June 2022', '16 June 2022', '6 June 2023']"
2247,Mast & Harbour,Striped Polo Collar T-shirt,₹455,₹1199,(62% OFF),[],[],[],[]
2248,STELLERS,Striped Polo Collar T-shirt,₹549,₹2199,(75% OFF),"[4, 5]","['Fine nice in quality and in size.', 'Wow so beautiful products yr price toda jiyda he but tshirt amazing he or package or bhi mast thnku myntra']","['Ravinder Mehta', 'Vivek Chandel']","['2 Dec 2023', '21 Jan 2024']"
2249,Mast & Harbour,Printed Pure Cotton T-shirt,₹368,₹899,(59% OFF),[5],['I like the quality of the t-shirt and the color is the same as shown.'],['Guru Prasad'],['19 Oct 2023']
2250,Being Human,Pure Cotton T-shirt,₹329,₹1099,(70% OFF),[4],"['Tshirt is good, material is good.']",['Rishabh Jain'],['14 Oct 2023']
2251,The Souled Store,Men Burgundy Solid Round Neck Oversized T-Shirt,₹734,₹1499,(51% OFF),"[3, 3, 5]","['This t-shirt has the perfect fit, but colour is little bit dull and after 1st wash it feels like a old t-shirt . Overall a proper oversize one and fabric is good.', 'Did not like the fabric considering the price point.. Its not soft', ""It's good""]","['Manan Patel', 'Abir Banerjee', 'Aadil Khan']","['6 Oct 2023', '29 Sept 2022', '18 Sept 2022']"
2252,HIGHLANDER,Men Charcoal Grey & Black Colourblocked Round Neck T-shirt,₹475,₹699,(32% OFF),"[4, 3, 5]","['Good product Material is fine And sleeves are also long as mentioned Note sleeves are longer than size(M size have L size sleeves) because it is mentioned long sleeves', 'Looks very Classy... Material is very thin & I was expecting much more... Fit is good Overall a nice T shirt if you buy it below 300rs...I recommend not to buy this if it is more than 350.', 'Perfect. Bought it for my brother. He loved it. A good shirt with very less price. Must buy.']","['Parmanand Sharma', 'Myntra Customer', 'Rajat Chaudhary']","['2 July 2020', '30 Oct 2021', '20 Jan 2021']"
2253,Bonkers Corner,Graphic Printed Cotton Loose Fit T-Shirt,₹765,₹1049,(27% OFF),"[5, 5, 4]","['A w product!!', 'Nice Product', 'Perfect❤...juzgo for it??']","['Kaushik Mishra', 'Amit', 'Shubhashish Kumar']","['17 Oct 2023', '29 Sept 2023', '17 May 2023']"
2254,Roadster,The Lifestyle Co Men Mauve & White Printed Pure Cotton Polo Collar T-shirt,₹419,₹1399,(70% OFF),"[4, 4, 4]","['I bought it for my father and he liked it. The fabric is also soft.. you can go for it.', 'Product is too good?', 'Very good']","['Prashant Verma', 'Shivani Sharma', 'Anjanee Kumar Joshi']","['17 June 2023', '22 Mar 2023', '1 May 2023']"
2255,Mast & Harbour,Printed Detail Pure Cotton T-shirt,₹359,₹799,(55% OFF),"[3, 5, 2]","['Pure cotton so nice Tshirt', 'Exilent product', 'After wash, tshirt got crumbled n color faded']","['Bhaskar Reddy', 'Ricky', 'Jainam Desai']","['20 Oct 2023', '28 Sept 2023', '21 Nov 2023']"
2256,Difference of Opinion,Graphic Printed Oversized T-shirt,₹471,₹799,(41% OFF),"[5, 5, 4]","['White colour n print on T is really awesome. Fresh colours n feels better.', ""Osm just go for it guys.... first I ordered kook n kech brand t shirt size M. But it's too lose and I exchange with difference of opinion brand S size it's amazing just fit for my husband. He is happy ? thanks ? @Myntra."", 'Perfect One. And cloths material is very good and i love it. Go for it.🔥💯']","['Rohan Vidhate', 'Jyoti Thapa', 'Ruki']","['4 Sept 2023', '27 June 2023', '14 Nov 2023']"
2257,Jockey,Men Teal Blue Solid Round Neck T-shirt,Rs. 579,,,,,,
2258,FanCode,ICC Test World Cup Men Printed Moisture Wicking T-shirt,₹623,₹1599,(61% OFF),"[5, 5]","['Good quality Best 👌', 'Great product']","['Myntra Customer', 'Kusum Arora']","['16 Dec 2023', '3 Sept 2023']"
2259,Being Human,Pure Cotton Graphic Printed Casual T-shirt,₹309,₹999,(69% OFF),[1],['Transparent'],['Shounak Banerjee'],['12 Jan 2024']
2260,Roadster,Men White & Green Pure Cotton Striped Round Neck T-shirt,₹359,₹999,(64% OFF),"[5, 5, 5]","[""It good and same as picture..... It is gift for my husband let's see he like or not??"", 'Superb product and quick delivery ???', 'Very good comfortable and fresh arrival given by myntra']","['Linima', 'Haris Mohideen', 'Janhvi']","['5 June 2021', '15 May 2021', '10 June 2021']"
